username,followers,following,bio_length,posts_per_month,account_age_months,verified,label
user_2153,5217,349,145,32,28,0,0
user_2154,9595,794,70,62,21,0,0
user_2155,4895,463,53,39,75,0,0
user_2156,4087,293,68,79,50,0,0
user_2157,2055,638,113,39,61,0,0
user_2158,1657,511,131,1,64,0,1
user_2159,1536,465,1,98,58,0,0
user_2160,745,571,122,29,6,0,0
user_2161,5801,266,100,5,73,1,1
user_2162,8824,802,48,65,88,0,0
user_2163,6033,324,195,54,20,0,0
user_2164,6617,421,113,63,61,0,1
user_2165,1119,73,84,48,56,0,1
user_2166,6141,876,196,52,1,0,1
user_2167,6356,979,86,56,71,0,1
user_2168,1053,902,46,73,12,0,0
user_2169,9119,190,24,7,39,0,1
user_2170,487,149,32,92,11,0,0
user_2171,1225,241,135,43,8,0,0
user_2172,2915,296,97,3,42,0,1
user_2173,5559,110,116,23,45,0,1
user_2174,8281,445,26,44,15,0,0
user_2175,7867,645,106,22,7,0,0
user_2176,3475,832,84,61,26,1,0
user_2177,6141,584,0,53,27,0,0
user_2178,820,764,118,89,99,1,0
user_2179,235,559,16,82,111,0,0
user_2180,4270,978,184,25,29,0,1
user_2181,7345,668,102,45,26,0,0
user_2182,2225,634,37,13,72,0,0
user_2183,3606,481,112,44,58,0,0
user_2184,6261,437,66,87,118,0,0
user_2185,6293,57,6,12,117,0,1
user_2186,7236,102,155,73,67,0,0
user_2187,1936,671,29,43,36,0,0
user_2188,8384,277,127,99,68,0,1
user_2189,3968,17,128,71,54,0,0
user_2190,9723,796,181,79,9,0,0
user_2191,5357,751,154,63,27,0,0
user_2192,2879,547,3,90,105,0,0
user_2193,3907,181,43,62,28,0,0
user_2194,5519,4,65,9,54,0,0
user_2195,2449,57,152,23,95,0,0
user_2196,5850,683,105,58,30,0,0
user_2197,4108,682,166,62,47,1,0
user_2198,490,199,120,70,15,0,0
user_2199,7722,635,50,1,57,0,1
user_2200,7305,181,186,82,117,0,0
user_2201,9724,204,111,7,117,1,0
user_2202,9995,142,46,1,1,0,1
user_2203,4140,207,76,83,83,0,0
user_2204,9567,171,0,1,29,0,1
user_2205,5341,371,173,61,86,0,1
user_2206,8407,599,11,81,111,0,0
user_2207,7083,665,157,36,61,1,0
user_2208,1403,738,84,16,1,0,0
user_2209,6406,635,160,46,104,0,0
user_2210,3759,349,184,8,56,1,0
user_2211,6267,580,83,82,39,0,0
user_2212,1860,709,47,10,19,1,1
user_2213,7243,288,98,19,61,0,1
user_2214,3520,534,133,72,107,0,0
user_2215,3714,636,78,10,70,0,0
user_2216,2962,428,3,48,118,0,0
user_2217,5573,211,147,89,80,0,0
user_2218,6117,568,14,51,4,0,1
user_2219,4096,398,126,66,47,0,0
user_2220,4267,58,50,31,27,0,1
user_2221,1633,108,36,82,59,0,1
user_2222,6661,836,137,67,21,0,0
user_2223,271,563,6,76,94,0,1
user_2224,8437,119,127,50,26,0,1
user_2225,8810,83,144,93,66,0,0
user_2226,7281,215,40,52,37,0,0
user_2227,9252,158,79,15,95,0,0
user_2228,6669,555,110,44,110,0,0
user_2229,2441,493,161,79,3,0,1
user_2230,9862,263,91,91,48,0,0
user_2231,9464,145,98,77,110,0,0
user_2232,6996,520,108,53,64,0,0
user_2233,1322,367,79,70,21,0,1
user_2234,8075,256,54,29,85,0,0
user_2235,2375,319,177,73,101,0,0
user_2236,2652,396,52,88,92,0,0
user_2237,6568,161,25,67,9,0,0
user_2238,8282,557,108,95,7,0,0
user_2239,8916,975,141,84,29,0,0
user_2240,1220,994,56,39,45,0,1
user_2241,5222,357,101,17,117,1,0
user_2242,1848,724,97,45,7,0,1
user_2243,7890,844,65,58,5,0,1
user_2244,1381,558,46,48,10,0,1
user_2245,7576,822,132,55,38,0,0
user_2246,559,183,89,15,85,0,0
user_2247,354,738,121,63,35,0,0
user_2248,7917,462,134,41,6,0,0
user_2249,2767,711,9,19,19,0,0
user_2250,1982,986,86,50,18,0,1
user_2251,1253,476,26,65,73,0,1
user_2252,32,275,116,88,47,0,0
user_2253,8699,755,129,58,79,1,0
user_2254,5603,67,135,85,114,0,0
user_2255,7840,818,165,68,119,0,0
user_2256,2089,921,6,15,4,0,1
user_2257,5507,175,67,58,30,0,1
user_2258,6618,552,64,1,31,0,1
user_2259,9877,30,3,49,3,0,0
user_2260,3712,129,122,75,57,0,0
user_2261,4354,264,25,72,88,0,0
user_2262,4959,300,46,52,35,0,1
user_2263,2597,953,107,63,16,0,0
user_2264,9653,761,79,6,16,0,0
user_2265,541,421,70,74,116,0,0
user_2266,2929,42,31,18,37,0,0
user_2267,8361,558,76,36,39,0,0
user_2268,6643,138,142,4,96,0,1
user_2269,8902,469,15,40,85,0,0
user_2270,2392,998,72,69,50,0,0
user_2271,3382,844,119,92,11,0,0
user_2272,7759,803,2,56,99,0,0
user_2273,9446,583,191,66,32,1,0
user_2274,969,502,162,73,59,0,0
user_2275,2813,387,23,47,105,0,0
user_2276,3680,467,110,81,30,1,1
user_2277,5173,359,51,78,17,0,0
user_2278,3959,728,113,34,92,0,0
user_2279,4350,537,14,11,75,0,0
user_2280,659,471,33,78,19,0,0
user_2281,5869,609,73,89,72,0,0
user_2282,4526,638,180,36,103,0,0
user_2283,2508,205,74,72,1,1,0
user_2284,7756,731,22,85,11,0,0
user_2285,3550,903,39,54,10,0,0
user_2286,3703,4,73,42,81,0,0
user_2287,8572,787,198,77,111,0,0
user_2288,3888,271,60,36,50,0,0
user_2289,5165,569,138,27,94,0,0
user_2290,4308,505,183,10,58,0,1
user_2291,2520,892,17,51,55,0,0
user_2292,6097,222,72,3,20,0,1
user_2293,9064,331,137,26,118,0,0
user_2294,3556,528,91,9,36,0,1
user_2295,1131,132,89,91,69,0,0
user_2296,6770,157,115,49,5,0,0
user_2297,9823,177,119,91,61,0,0
user_2298,2024,668,19,22,87,0,0
user_2299,6916,745,115,87,96,0,0
user_2300,1357,17,165,30,105,0,0
user_2301,3915,742,112,32,101,0,0
user_2302,5174,473,148,57,29,0,1
user_2303,8458,605,172,33,109,1,1
user_2304,4341,600,145,69,73,0,0
user_2305,405,959,81,64,93,0,0
user_2306,9856,400,28,88,88,0,0
user_2307,9596,770,167,22,27,0,1
user_2308,666,327,68,83,62,0,1
user_2309,4723,209,2,16,55,0,0
user_2310,2733,305,139,3,55,0,1
user_2311,6793,192,106,86,37,0,0
user_2312,2041,660,178,86,3,0,0
user_2313,7475,274,10,95,19,0,0
user_2314,13,762,39,96,69,0,1
user_2315,7431,959,158,42,108,0,0
user_2316,9294,756,63,67,108,0,0
user_2317,2835,473,135,28,80,0,1
user_2318,8209,994,155,76,38,0,0
user_2319,6882,92,76,33,31,0,0
user_2320,5310,947,40,63,90,0,0
user_2321,7396,693,123,64,81,0,1
user_2322,2622,953,141,69,35,0,1
user_2323,6367,353,175,89,80,0,0
user_2324,3404,563,177,58,25,0,0
user_2325,2348,189,72,10,108,0,0
user_2326,3784,786,84,81,12,1,0
user_2327,4660,670,73,80,98,0,1
user_2328,4329,822,73,15,47,0,0
user_2329,3194,529,85,83,111,0,0
user_2330,1494,652,2,31,89,0,0
user_2331,6346,554,0,51,62,0,0
user_2332,7197,445,146,5,37,0,0
user_2333,3306,219,185,3,51,0,1
user_2334,9496,433,1,83,21,0,0
user_2335,1910,690,105,92,55,0,1
user_2336,7117,35,2,26,103,0,0
user_2337,6666,835,35,64,95,0,0
user_2338,7240,987,151,25,45,0,0
user_2339,7273,531,165,85,113,0,0
user_2340,2722,465,28,78,73,0,0
user_2341,969,509,120,34,115,0,0
user_2342,7874,570,196,60,51,0,0
user_2343,4367,613,79,29,93,0,0
user_2344,8273,156,61,61,74,0,0
user_2345,6243,84,3,29,46,0,1
user_2346,378,752,78,65,40,0,0
user_2347,8435,599,18,59,10,0,1
user_2348,6096,203,120,69,75,0,0
user_2349,5019,711,195,86,46,1,0
user_2350,3583,201,34,29,26,0,0
user_2351,8575,129,36,5,99,0,0
user_2352,8817,114,163,34,118,0,0
user_2353,4944,987,173,36,119,0,0
user_2354,965,698,155,38,42,0,0
user_2355,1427,961,174,71,112,0,0
user_2356,3831,469,41,25,111,0,0
user_2357,7791,412,130,33,104,0,0
user_2358,6713,159,156,72,103,1,1
user_2359,281,67,108,26,74,1,0
user_2360,5409,357,116,42,32,0,0
user_2361,171,294,12,84,3,0,0
user_2362,2692,290,0,89,18,0,1
user_2363,5309,962,137,91,117,0,1
user_2364,7720,146,61,29,73,0,1
user_2365,8315,601,193,59,111,1,0
user_2366,1054,291,77,63,117,0,0
user_2367,3461,389,119,26,37,0,0
user_2368,5243,718,4,50,37,0,0
user_2369,4257,445,131,90,109,0,1
user_2370,8727,632,144,77,77,1,0
user_2371,8469,977,143,47,62,0,0
user_2372,7707,912,136,14,6,0,0
user_2373,4058,409,155,52,69,0,0
user_2374,3931,740,106,32,31,0,0
user_2375,2262,866,24,54,52,0,0
user_2376,9274,568,11,74,113,0,0
user_2377,4045,563,59,7,36,0,0
user_2378,8129,640,82,25,44,0,0
user_2379,1266,443,89,54,110,0,0
user_2380,3677,629,1,52,80,0,0
user_2381,3036,801,180,10,82,0,0
user_2382,7030,842,128,36,92,0,1
user_2383,728,987,18,5,108,0,0
user_2384,2342,205,81,68,40,0,0
user_2385,1777,886,92,51,66,0,0
user_2386,3888,785,78,53,103,0,0
user_2387,4689,394,170,63,93,0,0
user_2388,8622,517,14,58,95,0,0
user_2389,3005,294,55,25,47,0,0
user_2390,820,258,35,75,101,0,1
user_2391,1276,565,69,36,70,1,0
user_2392,6084,798,147,9,23,0,0
user_2393,1436,573,94,51,101,0,0
user_2394,9131,572,83,39,9,0,1
user_2395,8543,182,141,83,99,0,1
user_2396,8025,580,97,15,41,0,1
user_2397,5735,880,121,11,77,0,0
user_2398,677,244,118,46,86,0,0
user_2399,281,564,65,86,20,0,0
user_2400,7497,936,197,40,18,0,0
user_2401,159,853,13,5,44,0,0
user_2402,2914,701,56,87,45,0,0
user_2403,7955,721,173,13,8,0,0
user_2404,6552,840,147,34,10,0,0
user_2405,6288,849,181,77,26,0,0
user_2406,3906,301,175,18,96,0,0
user_2407,1163,191,57,86,10,0,0
user_2408,198,815,21,96,46,0,0
user_2409,5461,946,174,99,12,0,0
user_2410,9721,418,194,23,33,0,0
user_2411,9254,357,124,19,34,0,0
user_2412,2547,804,74,84,99,0,0
user_2413,2335,815,126,15,11,0,0
user_2414,3760,926,183,72,112,0,0
user_2415,6923,573,73,26,57,0,1
user_2416,8757,934,86,75,8,0,0
user_2417,1996,303,141,99,66,1,0
user_2418,9294,61,27,13,65,0,0
user_2419,1428,730,115,44,35,0,0
user_2420,2969,612,35,21,91,0,0
user_2421,8536,591,16,32,20,1,0
user_2422,4417,835,91,41,44,0,0
user_2423,334,71,183,63,57,0,0
user_2424,1799,932,87,91,2,0,0
user_2425,8833,531,75,25,47,0,0
user_2426,6437,635,149,21,9,0,1
user_2427,8038,819,126,77,112,0,0
user_2428,7185,940,89,80,29,0,0
user_2429,4662,687,33,54,114,0,0
user_2430,4546,725,148,76,25,0,0
user_2431,8797,17,42,3,110,0,1
user_2432,6013,423,144,16,111,0,0
user_2433,986,852,32,80,51,0,0
user_2434,9214,283,171,25,37,0,1
user_2435,2786,299,189,95,58,0,1
user_2436,6540,28,6,72,35,1,0
user_2437,4120,733,35,55,95,0,1
user_2438,866,171,155,28,114,0,0
user_2439,6007,386,131,87,1,0,1
user_2440,4100,867,145,20,14,0,1
user_2441,9143,502,164,97,105,0,0
user_2442,4376,897,123,38,23,0,0
user_2443,8993,788,26,7,75,0,0
user_2444,2657,861,198,13,16,0,0
user_2445,7721,452,100,94,49,0,1
user_2446,5047,515,127,40,8,0,0
user_2447,1340,882,46,54,65,0,0
user_2448,8655,466,117,95,117,0,0
user_2449,157,841,100,80,65,0,0
user_2450,3051,718,161,54,6,0,0
user_2451,2277,390,29,59,94,0,1
user_2452,7424,66,41,28,9,0,0
user_2453,146,813,67,36,52,0,0
user_2454,1077,546,74,79,78,0,0
user_2455,2365,689,48,11,66,0,0
user_2456,7697,427,82,47,76,0,0
user_2457,9554,453,54,29,89,0,0
user_2458,3645,807,165,22,11,0,0
user_2459,9932,555,116,57,114,0,0
user_2460,5469,859,20,26,38,0,0
user_2461,8685,949,183,72,90,0,0
user_2462,354,48,20,18,75,0,0
user_2463,9769,186,17,98,33,0,0
user_2464,2631,540,8,88,70,1,0
user_2465,7560,278,114,37,65,0,0
user_2466,6903,447,30,59,98,0,1
user_2467,1478,600,93,33,8,0,1
user_2468,5041,188,124,44,24,0,0
user_2469,2366,793,110,18,5,0,0
user_2470,5305,49,158,8,61,0,0
user_2471,8744,671,115,81,75,0,0
user_2472,1196,501,12,4,98,0,1
user_2473,1024,234,36,74,33,0,1
user_2474,5675,640,17,81,70,0,0
user_2475,3304,256,108,37,83,0,1
user_2476,977,211,188,12,71,0,0
user_2477,9459,869,180,41,96,0,0
user_2478,7799,974,61,37,95,0,1
user_2479,731,805,80,15,94,0,0
user_2480,1590,445,17,68,31,0,0
user_2481,1791,451,152,77,4,0,0
user_2482,9841,651,139,26,48,0,0
user_2483,6995,225,178,63,4,0,1
user_2484,6415,96,104,33,45,0,0
user_2485,7960,557,155,86,6,0,0
user_2486,1745,254,171,67,77,0,0
user_2487,7947,317,171,12,79,1,1
user_2488,5040,720,169,63,76,0,0
user_2489,4473,40,68,94,77,0,0
user_2490,2394,8,89,83,104,0,1
user_2491,1336,498,163,79,64,0,0
user_2492,3188,239,78,23,114,0,0
user_2493,7233,367,166,23,105,0,0
user_2494,5719,149,10,22,109,0,0
user_2495,8716,892,175,70,29,0,0
user_2496,2006,308,198,66,115,1,0
user_2497,749,564,185,62,25,0,0
user_2498,9964,852,28,11,93,0,1
user_2499,7486,258,107,26,72,0,0
user_2500,7066,151,165,34,58,0,0
user_2501,8729,204,150,34,79,0,0
user_2502,1141,812,196,8,88,0,0
user_2503,3323,766,25,60,100,0,1
user_2504,7994,960,42,88,58,0,0
user_2505,6220,202,194,39,104,0,1
user_2506,7255,583,180,43,59,0,0
user_2507,603,170,64,82,80,0,1
user_2508,1324,148,104,50,21,0,0
user_2509,8276,332,161,18,29,1,0
user_2510,2093,752,104,49,99,0,0
user_2511,7119,157,197,7,48,0,0
user_2512,7158,210,113,3,103,0,1
user_2513,5510,346,128,68,16,0,0
user_2514,8688,897,141,97,75,0,0
user_2515,2574,513,79,61,59,0,0
user_2516,1443,610,138,26,16,0,0
user_2517,5518,236,81,82,55,1,0
user_2518,2715,228,20,6,103,0,0
user_2519,7471,966,140,38,109,1,0
user_2520,7357,958,176,4,103,0,1
user_2521,1835,483,133,61,114,0,0
user_2522,4698,109,6,46,82,0,0
user_2523,2626,962,39,56,50,0,0
user_2524,1672,77,74,9,23,0,0
user_2525,798,154,32,39,4,0,0
user_2526,6316,773,172,67,113,0,0
user_2527,6879,465,159,18,76,0,1
user_2528,2527,549,35,63,65,0,0
user_2529,9335,132,115,76,57,0,0
user_2530,9639,918,113,79,38,0,0
user_2531,726,841,113,55,34,0,0
user_2532,1980,695,168,32,48,0,0
user_2533,7527,655,10,58,58,0,0
user_2534,7206,258,121,61,104,0,0
user_2535,4179,585,116,31,42,0,0
user_2536,1298,965,60,39,59,0,0
user_2537,5647,217,113,88,101,0,1
user_2538,2283,247,167,15,82,0,0
user_2539,8495,299,153,99,50,0,0
user_2540,6632,276,52,70,93,0,0
user_2541,2204,677,192,96,80,1,0
user_2542,8385,709,14,19,7,1,0
user_2543,2414,938,81,69,20,0,1
user_2544,75,80,110,33,52,1,0
user_2545,8809,348,149,29,95,0,0
user_2546,5616,883,141,14,6,0,0
user_2547,9218,45,22,64,108,0,1
user_2548,8955,767,105,16,117,0,0
user_2549,2821,389,137,25,78,0,0
user_2550,2053,286,44,50,59,0,0
user_2551,9364,483,5,65,62,0,0
user_2552,471,208,199,60,31,0,1
user_2553,2344,967,174,87,105,0,0
user_2554,7734,283,138,33,81,0,0
user_2555,6675,939,178,20,80,1,0
user_2556,7348,819,186,38,108,0,1
user_2557,4773,745,194,66,34,0,0
user_2558,7521,646,136,34,48,0,0
user_2559,137,848,50,94,80,0,0
user_2560,6541,881,19,63,68,0,0
user_2561,2493,734,150,35,62,1,0
user_2562,465,400,76,77,115,1,0
user_2563,7715,418,179,5,112,0,0
user_2564,1936,724,23,48,82,0,0
user_2565,6667,841,58,26,66,0,1
user_2566,2636,348,8,75,58,0,0
user_2567,548,504,33,19,67,0,0
user_2568,1357,456,94,47,4,0,0
user_2569,2710,213,39,47,40,0,0
user_2570,337,775,157,55,92,0,0
user_2571,3791,841,9,19,73,0,1
user_2572,4606,270,32,38,65,0,0
user_2573,7920,845,42,97,94,0,0
user_2574,4558,396,56,24,57,0,0
user_2575,6316,991,171,94,118,0,0
user_2576,3977,11,170,27,82,0,0
user_2577,3034,91,35,4,24,0,1
user_2578,1242,926,171,69,106,0,1
user_2579,2051,978,90,81,56,0,0
user_2580,6488,467,171,96,72,0,0
user_2581,6134,853,151,63,94,0,1
user_2582,4271,216,29,27,55,0,1
user_2583,4616,791,141,39,109,0,0
user_2584,4283,225,117,67,104,0,0
user_2585,4931,778,195,56,113,0,0
user_2586,5377,703,6,87,65,0,0
user_2587,8247,803,97,19,97,0,0
user_2588,6495,309,188,78,43,0,0
user_2589,7220,5,173,23,94,1,0
user_2590,8227,51,77,72,60,0,0
user_2591,5652,111,10,48,82,0,0
user_2592,5223,615,122,50,42,0,0
user_2593,1366,659,4,21,87,0,0
user_2594,1247,612,109,82,14,0,1
user_2595,4343,946,24,70,16,0,0
user_2596,1917,864,175,90,81,0,0
user_2597,2729,895,99,65,35,0,1
user_2598,2534,450,131,34,44,0,1
user_2599,6597,350,89,22,3,0,0
user_2600,7805,295,30,30,54,0,0
user_2601,1147,325,173,82,65,0,0
user_2602,9293,185,87,98,69,0,0
user_2603,765,373,116,5,21,0,0
user_2604,9383,609,122,66,40,0,1
user_2605,4907,49,51,63,5,0,1
user_2606,1593,750,176,69,15,1,0
user_2607,4102,908,157,64,81,0,0
user_2608,4294,237,177,23,96,0,0
user_2609,6365,339,122,60,38,0,0
user_2610,5165,368,131,86,25,0,0
user_2611,6080,909,25,2,74,0,1
user_2612,9168,75,69,1,27,1,0
user_2613,4252,827,24,96,29,0,1
user_2614,6091,855,122,97,38,0,1
user_2615,6885,868,84,1,89,0,1
user_2616,8502,540,5,63,52,0,0
user_2617,9558,807,144,48,21,0,0
user_2618,8633,831,187,85,75,1,0
user_2619,8640,204,36,32,113,0,0
user_2620,5194,437,90,19,12,0,0
user_2621,5703,137,146,43,106,1,1
user_2622,5024,362,29,6,100,0,0
user_2623,6651,238,87,61,5,0,0
user_2624,6007,640,30,83,10,0,0
user_2625,4897,290,63,67,18,0,0
user_2626,293,985,141,47,55,0,0
user_2627,1706,614,1,45,76,0,0
user_2628,4254,238,16,2,118,0,1
user_2629,9451,74,62,35,50,0,0
user_2630,7388,198,159,23,59,0,1
user_2631,223,117,150,94,16,0,0
user_2632,2058,842,161,8,62,0,0
user_2633,8391,504,95,4,25,0,1
user_2634,655,480,182,97,16,1,1
user_2635,3739,575,94,23,68,0,0
user_2636,7234,770,175,65,25,0,1
user_2637,5198,368,21,3,89,1,1
user_2638,2638,372,168,70,28,1,0
user_2639,8185,322,51,80,51,0,0
user_2640,7889,394,35,35,96,1,0
user_2641,2018,754,83,40,98,0,0
user_2642,1264,431,71,31,37,0,0
user_2643,6602,722,11,81,88,0,0
user_2644,1179,394,5,51,74,0,0
user_2645,8335,573,11,88,43,0,0
user_2646,3249,842,191,48,65,0,0
user_2647,1557,80,116,35,80,0,0
user_2648,621,134,176,63,6,0,0
user_2649,8979,866,10,67,43,1,0
user_2650,5681,66,141,67,5,0,0
user_2651,7197,730,176,36,30,0,0
user_2652,2765,876,153,28,24,0,0
user_2653,2054,659,88,25,62,0,0
user_2654,2273,478,105,37,28,0,1
user_2655,4653,322,195,74,26,0,1
user_2656,4716,908,171,65,29,0,0
user_2657,2979,173,85,76,113,0,0
user_2658,9283,514,117,14,87,0,1
user_2659,8978,589,42,42,38,0,0
user_2660,4123,339,28,82,75,0,0
user_2661,2976,269,140,53,95,0,0
user_2662,7049,538,17,6,48,0,0
user_2663,8740,446,15,96,93,0,0
user_2664,8562,411,37,10,74,0,0
user_2665,9588,832,135,41,18,0,0
user_2666,4906,227,66,13,108,1,0
user_2667,4053,583,127,84,22,0,0
user_2668,5150,58,146,82,111,1,0
user_2669,4697,694,30,92,14,0,0
user_2670,6553,978,106,11,56,0,0
user_2671,6528,697,87,2,55,0,1
user_2672,9439,269,85,76,25,0,0
user_2673,9,439,158,76,24,1,0
user_2674,4142,202,72,45,81,0,0
user_2675,6622,658,105,93,92,0,1
user_2676,8574,935,127,75,98,0,0
user_2677,693,231,50,81,45,0,0
user_2678,5856,535,81,35,87,0,1
user_2679,9564,201,126,43,63,0,0
user_2680,1485,699,143,67,103,0,1
user_2681,716,553,98,2,109,0,1
user_2682,9150,37,149,75,49,0,0
user_2683,3430,183,91,66,32,0,0
user_2684,6084,22,188,6,83,0,0
user_2685,8057,459,66,81,100,0,0
user_2686,6429,122,164,33,8,0,0
user_2687,6708,789,71,14,42,1,0
user_2688,6782,109,101,15,44,0,0
user_2689,8483,493,77,64,98,0,0
user_2690,5135,800,47,59,37,0,0
user_2691,3014,695,52,58,27,0,0
user_2692,6904,386,160,53,77,0,0
user_2693,9291,35,58,49,113,0,0
user_2694,7854,313,56,74,9,0,0
user_2695,7160,292,125,71,2,0,0
user_2696,9780,863,171,81,102,0,0
user_2697,5064,857,16,80,41,0,0
user_2698,4439,750,84,72,89,0,0
user_2699,3379,403,32,45,32,0,0
user_2700,1856,461,171,90,22,0,0
user_2701,6632,287,130,82,31,0,0
user_2702,4273,247,135,25,30,1,0
user_2703,6998,653,140,12,109,0,0
user_2704,7781,253,28,74,71,0,0
user_2705,5561,548,46,84,36,0,0
user_2706,8191,563,151,58,51,0,0
user_2707,8698,610,196,9,116,0,1
user_2708,9223,117,22,65,114,0,1
user_2709,2814,536,165,95,18,0,0
user_2710,2125,529,56,98,95,0,0
user_2711,812,933,19,19,103,0,0
user_2712,2167,539,131,3,103,0,1
user_2713,2387,311,5,91,19,0,0
user_2714,9247,402,175,54,95,0,0
user_2715,5916,700,135,41,40,1,0
user_2716,7194,286,7,52,21,1,0
user_2717,3577,639,186,47,86,1,0
user_2718,9415,53,10,32,48,0,1
user_2719,9320,943,86,41,80,0,0
user_2720,1263,994,161,75,17,0,0
user_2721,9412,291,89,32,96,0,0
user_2722,3335,37,14,23,86,1,0
user_2723,501,72,181,52,115,0,0
user_2724,1795,701,190,67,19,0,0
user_2725,7681,985,158,61,94,0,0
user_2726,3047,372,124,94,28,0,1
user_2727,3176,68,94,48,5,0,0
user_2728,4354,831,44,3,80,0,1
user_2729,1204,610,39,29,93,0,0
user_2730,8076,173,129,6,21,0,0
user_2731,2726,669,84,49,1,1,0
user_2732,8362,484,99,75,43,0,0
user_2733,9947,510,135,84,85,0,0
user_2734,5541,61,42,42,118,0,1
user_2735,8999,393,6,98,21,0,0
user_2736,8246,368,96,2,72,0,1
user_2737,4010,869,88,81,36,0,1
user_2738,3663,629,139,2,99,0,1
user_2739,1676,492,43,51,44,1,0
user_2740,7864,10,80,21,19,1,1
user_2741,2607,73,65,49,92,0,0
user_2742,187,189,101,85,17,1,1
user_2743,2659,432,68,37,33,0,0
user_2744,392,763,108,85,35,0,0
user_2745,8212,52,25,29,80,0,0
user_2746,3238,508,147,59,103,0,1
user_2747,2572,112,199,2,75,0,1
user_2748,54,833,185,19,112,1,1
user_2749,578,183,25,38,6,0,0
user_2750,9137,915,85,72,58,1,1
user_2751,5113,987,11,3,8,0,1
user_2752,1223,453,45,57,25,1,0
user_2753,3843,217,140,51,17,0,1
user_2754,5026,151,118,17,69,0,0
user_2755,9843,249,123,82,36,0,0
user_2756,6048,899,15,12,106,1,0
user_2757,5938,86,93,50,118,0,1
user_2758,8345,110,111,93,102,0,1
user_2759,4675,644,161,56,93,0,0
user_2760,856,394,155,91,14,0,1
user_2761,9859,966,99,38,74,0,0
user_2762,2588,148,11,45,72,0,0
user_2763,5946,280,159,16,5,0,0
user_2764,7085,785,91,30,2,0,0
user_2765,1548,285,41,77,28,0,0
user_2766,7120,516,92,71,34,0,0
user_2767,83,318,48,20,45,0,0
user_2768,2526,258,23,37,18,0,0
user_2769,4806,596,13,38,20,0,0
user_2770,6351,552,62,37,74,0,0
user_2771,4815,768,43,87,65,0,1
user_2772,3658,726,66,35,76,0,0
user_2773,6405,293,83,30,115,0,0
user_2774,4241,973,161,60,61,0,0
user_2775,1040,352,140,3,87,0,1
user_2776,4702,196,34,97,3,1,0
user_2777,3036,681,172,98,41,1,0
user_2778,7456,456,164,31,31,0,0
user_2779,3137,922,183,43,36,0,0
user_2780,5738,331,188,5,94,0,0
user_2781,9724,841,35,37,71,0,0
user_2782,6609,742,117,2,106,0,1
user_2783,7270,347,85,45,52,0,0
user_2784,4498,223,55,92,101,1,1
user_2785,5389,431,86,3,9,0,1
user_2786,8548,625,23,27,43,0,0
user_2787,6298,130,17,53,52,0,0
user_2788,4127,870,43,92,112,1,0
user_2789,5455,820,55,75,86,0,1
user_2790,7920,335,135,30,48,0,0
user_2791,4631,12,126,21,107,0,0
user_2792,1305,124,13,43,61,0,0
user_2793,6351,299,133,99,17,0,0
user_2794,7024,188,79,75,67,0,0
user_2795,6747,380,70,48,75,0,0
user_2796,2168,937,193,31,87,0,0
user_2797,9095,500,116,24,109,0,0
user_2798,2583,295,106,98,3,0,0
user_2799,2038,251,97,2,43,0,1
user_2800,9515,78,155,12,42,0,0
user_2801,8537,30,166,55,111,0,0
user_2802,154,734,180,14,61,0,0
user_2803,5117,964,143,80,107,0,0
user_2804,6240,668,66,89,94,0,0
user_2805,7022,499,153,23,103,0,0
user_2806,1979,39,85,30,27,0,0
user_2807,6788,118,106,66,44,0,0
user_2808,60,166,170,47,27,1,0
user_2809,4676,184,138,71,82,0,0
user_2810,237,85,46,77,117,0,0
user_2811,442,512,155,25,40,0,1
user_2812,4407,85,135,98,105,1,0
user_2813,7377,350,150,60,3,0,0
user_2814,4150,427,45,99,36,0,0
user_2815,3178,794,93,41,32,0,0
user_2816,9038,184,135,75,35,0,1
user_2817,3116,416,112,1,8,0,1
user_2818,261,288,35,48,42,0,0
user_2819,7862,803,146,64,8,0,0
user_2820,7853,430,113,33,21,0,0
user_2821,9711,521,57,84,99,1,0
user_2822,479,581,131,95,119,0,1
user_2823,9709,962,38,90,118,0,0
user_2824,5605,392,76,54,7,0,0
user_2825,9663,995,184,44,49,1,1
user_2826,5977,240,67,73,105,1,0
user_2827,1309,465,26,70,101,0,0
user_2828,3311,45,149,0,85,0,1
user_2829,540,388,193,47,9,0,1
user_2830,5324,249,72,11,54,0,0
user_2831,7117,971,53,25,103,0,1
user_2832,5946,804,186,99,88,0,1
user_2833,8917,316,90,33,11,0,0
user_2834,8945,601,81,82,27,0,0
user_2835,3889,883,123,1,18,0,1
user_2836,9425,294,67,66,118,0,0
user_2837,3575,823,47,91,65,0,0
user_2838,4439,979,132,21,110,0,0
user_2839,5053,3,161,56,64,1,0
user_2840,8163,536,117,85,81,0,0
user_2841,4398,73,62,40,94,0,0
user_2842,3373,868,148,64,93,0,0
user_2843,9617,14,83,23,43,0,1
user_2844,7395,447,16,97,31,0,0
user_2845,4549,551,198,89,40,0,0
user_2846,9154,248,34,30,9,0,0
user_2847,6037,776,127,55,14,0,1
user_2848,3989,773,134,81,8,0,0
user_2849,6515,196,90,81,33,0,1
user_2850,4561,207,49,20,117,0,0
user_2851,4673,940,156,35,80,0,0
user_2852,165,476,26,60,107,0,0
user_2853,733,779,169,52,100,1,1
